index,City,Date,Card Type,Exp Type,Gender,Amount,Month
404,"Delhi, India",2013-12-24,Silver,Bills,F,25486,December
405,"Delhi, India",2015-03-03,Gold,Bills,F,231140,March
406,"Ahmedabad, India",2013-10-22,Gold,Bills,F,20032,October
407,"Greater Mumbai, India",2015-01-14,Gold,Bills,F,293938,January
408,"Delhi, India",2014-01-11,Silver,Bills,F,88175,January
409,"Ahmedabad, India",2015-02-07,Platinum,Bills,F,105297,February
410,"Delhi, India",2013-10-08,Platinum,Bills,F,129169,October
411,"Greater Mumbai, India",2014-08-14,Signature,Bills,F,172386,August
412,"Greater Mumbai, India",2015-05-09,Platinum,Bills,F,46369,May
413,"Greater Mumbai, India",2014-04-02,Silver,Bills,F,158636,April
414,"Delhi, India",2014-11-26,Signature,Bills,F,87219,November
415,"Delhi, India",2014-11-16,Gold,Bills,F,183445,November
416,"Bengaluru, India",2014-06-27,Silver,Bills,F,147977,June
417,"Ahmedabad, India",2014-11-19,Platinum,Bills,F,243279,November
418,"Bengaluru, India",2014-04-04,Platinum,Bills,F,243950,April
419,"Delhi, India",2015-04-14,Silver,Bills,F,32548,April
420,"Delhi, India",2013-12-09,Platinum,Bills,F,118126,December
421,"Greater Mumbai, India",2013-11-30,Platinum,Bills,F,13325,November
422,"Greater Mumbai, India",2014-02-16,Gold,Bills,F,295055,February
423,"Greater Mumbai, India",2015-01-12,Platinum,Bills,F,64764,January
424,"Bengaluru, India",2014-02-03,Platinum,Bills,F,174520,February
425,"Delhi, India",2013-11-05,Signature,Bills,F,72763,November
426,"Greater Mumbai, India",2014-09-27,Signature,Bills,F,269809,September
427,"Delhi, India",2014-06-29,Silver,Bills,F,81145,June
428,"Ahmedabad, India",2014-07-13,Silver,Bills,F,25948,July
429,"Greater Mumbai, India",2015-01-23,Silver,Bills,F,120188,January
430,"Greater Mumbai, India",2014-12-05,Signature,Bills,F,8259,December
431,"Delhi, India",2014-04-15,Signature,Bills,F,285830,April
432,"Bengaluru, India",2015-04-27,Gold,Bills,F,67039,April
433,"Ahmedabad, India",2014-07-25,Gold,Bills,F,14370,July
434,"Ahmedabad, India",2014-10-10,Platinum,Bills,F,54304,October
435,"Greater Mumbai, India",2013-10-18,Gold,Bills,F,188856,October
436,"Ahmedabad, India",2014-01-18,Gold,Bills,F,44635,January
437,"Greater Mumbai, India",2013-11-22,Platinum,Bills,F,227273,November
438,"Delhi, India",2014-03-26,Gold,Bills,F,234200,March
439,"Delhi, India",2014-12-12,Signature,Bills,F,79053,December
440,"Greater Mumbai, India",2015-03-01,Silver,Bills,F,49711,March
441,"Greater Mumbai, India",2014-10-29,Signature,Bills,F,203463,October
442,"Bengaluru, India",2014-07-29,Signature,Bills,F,196985,July
443,"Greater Mumbai, India",2015-04-18,Gold,Bills,F,246457,April
444,"Delhi, India",2013-11-05,Platinum,Bills,F,88344,November
445,"Bengaluru, India",2014-08-27,Signature,Bills,F,167457,August
446,"Bengaluru, India",2014-03-04,Gold,Bills,F,254598,March
447,"Delhi, India",2014-01-27,Platinum,Bills,F,102486,January
448,"Greater Mumbai, India",2014-01-18,Silver,Bills,F,159428,January
449,"Bengaluru, India",2014-01-28,Platinum,Bills,F,296987,January
450,"Ahmedabad, India",2015-02-06,Signature,Bills,F,89418,February
451,"Delhi, India",2015-02-26,Signature,Bills,F,77247,February
452,"Bengaluru, India",2014-01-24,Gold,Bills,F,66542,January
453,"Greater Mumbai, India",2014-11-27,Silver,Bills,F,194526,November
454,"Bengaluru, India",2014-07-16,Signature,Bills,F,178119,July
455,"Bengaluru, India",2014-05-16,Gold,Bills,F,258653,May
456,"Delhi, India",2014-11-02,Silver,Bills,F,97425,November
457,"Delhi, India",2014-05-23,Gold,Bills,F,223185,May
458,"Greater Mumbai, India",2015-01-28,Gold,Bills,F,224750,January
459,"Ahmedabad, India",2014-01-17,Signature,Bills,F,103363,January
460,"Greater Mumbai, India",2014-11-27,Platinum,Bills,F,49090,November
461,"Bengaluru, India",2014-11-20,Platinum,Bills,F,140584,November
462,"Delhi, India",2014-06-26,Platinum,Bills,F,61272,June
463,"Delhi, India",2014-01-02,Silver,Bills,F,25200,January
464,"Greater Mumbai, India",2013-12-09,Signature,Bills,F,249893,December
465,"Bengaluru, India",2014-05-25,Gold,Bills,F,91325,May
466,"Greater Mumbai, India",2014-04-14,Silver,Bills,F,81641,April
467,"Greater Mumbai, India",2015-04-14,Platinum,Bills,F,267700,April
468,"Greater Mumbai, India",2014-11-20,Silver,Food,F,193429,November
469,"Ahmedabad, India",2014-04-22,Gold,Food,F,97674,April
470,"Bengaluru, India",2014-03-08,Silver,Food,F,222579,March
471,"Bengaluru, India",2015-03-19,Platinum,Food,F,194846,March
472,"Greater Mumbai, India",2015-02-22,Signature,Food,F,62690,February
473,"Greater Mumbai, India",2015-02-08,Signature,Food,F,225614,February
474,"Ahmedabad, India",2013-10-20,Signature,Food,F,13879,October
475,"Ahmedabad, India",2015-02-04,Gold,Food,F,279579,February
476,"Bengaluru, India",2014-09-10,Gold,Food,F,253183,September
477,"Bengaluru, India",2014-05-10,Signature,Food,F,183197,May
478,"Bengaluru, India",2014-08-27,Gold,Food,F,260046,August
479,"Bengaluru, India",2014-07-21,Gold,Food,F,95981,July
480,"Bengaluru, India",2014-03-02,Gold,Food,F,157399,March
481,"Delhi, India",2014-02-20,Signature,Food,F,140041,February
482,"Ahmedabad, India",2014-01-05,Platinum,Food,F,288339,January
483,"Ahmedabad, India",2014-01-02,Platinum,Food,F,49494,January
484,"Bengaluru, India",2015-04-16,Platinum,Food,F,43954,April
485,"Bengaluru, India",2013-11-30,Platinum,Food,F,35543,November
486,"Greater Mumbai, India",2014-01-05,Signature,Food,F,12982,January
487,"Delhi, India",2014-04-02,Platinum,Food,F,213140,April
488,"Greater Mumbai, India",2013-10-22,Platinum,Food,F,95741,October
489,"Bengaluru, India",2013-12-07,Platinum,Food,F,129144,December
490,"Ahmedabad, India",2014-03-04,Gold,Food,F,115551,March
491,"Bengaluru, India",2014-04-26,Gold,Food,F,57961,April
492,"Ahmedabad, India",2015-01-04,Silver,Food,F,209527,January
493,"Ahmedabad, India",2014-07-08,Gold,Food,F,15892,July
494,"Bengaluru, India",2013-12-01,Signature,Food,F,155659,December
495,"Greater Mumbai, India",2014-06-17,Silver,Food,F,246215,June
496,"Greater Mumbai, India",2014-10-15,Signature,Food,F,149465,October
497,"Ahmedabad, India",2014-08-22,Gold,Food,F,259694,August
498,"Delhi, India",2014-02-23,Silver,Food,F,70009,February
499,"Greater Mumbai, India",2015-01-05,Gold,Food,F,233391,January
500,"Ahmedabad, India",2014-08-04,Silver,Food,F,35002,August
501,"Ahmedabad, India",2015-04-18,Silver,Food,F,156519,April
502,"Bengaluru, India",2014-04-22,Gold,Food,F,286786,April
503,"Bengaluru, India",2014-09-18,Signature,Food,F,173244,September
504,"Bengaluru, India",2014-12-31,Platinum,Food,F,195804,December
505,"Ahmedabad, India",2015-02-09,Platinum,Food,F,162827,February
506,"Bengaluru, India",2015-01-26,Signature,Food,F,20036,January
507,"Bengaluru, India",2014-07-17,Signature,Food,F,266125,July
508,"Greater Mumbai, India",2014-03-10,Signature,Food,F,156531,March
509,"Ahmedabad, India",2014-10-20,Signature,Food,F,288673,October
510,"Ahmedabad, India",2014-10-13,Signature,Food,F,67474,October
511,"Delhi, India",2014-09-28,Platinum,Food,F,220674,September
512,"Greater Mumbai, India",2014-04-24,Gold,Food,F,282988,April
513,"Bengaluru, India",2014-08-24,Signature,Food,F,206308,August
514,"Bengaluru, India",2014-11-27,Platinum,Food,F,243074,November
515,"Ahmedabad, India",2015-04-04,Signature,Food,F,247181,April
516,"Greater Mumbai, India",2014-08-08,Signature,Food,F,111842,August
517,"Delhi, India",2015-03-23,Gold,Food,F,277079,March
518,"Delhi, India",2015-01-28,Silver,Food,F,218638,January
519,"Ahmedabad, India",2014-11-14,Gold,Food,F,152216,November
520,"Delhi, India",2015-04-14,Signature,Food,F,42620,April
521,"Ahmedabad, India",2014-01-12,Gold,Food,F,101639,January
522,"Greater Mumbai, India",2014-03-02,Silver,Food,F,102966,March
523,"Bengaluru, India",2015-03-10,Platinum,Food,F,127650,March
524,"Greater Mumbai, India",2014-06-24,Platinum,Food,F,277737,June
525,"Bengaluru, India",2015-03-19,Signature,Food,F,251805,March
526,"Ahmedabad, India",2014-02-19,Signature,Food,F,288284,February
527,"Bengaluru, India",2013-10-22,Gold,Food,F,125290,October
528,"Bengaluru, India",2014-08-20,Silver,Food,F,166602,August
529,"Ahmedabad, India",2014-04-14,Silver,Food,F,219097,April
530,"Bengaluru, India",2015-03-26,Gold,Food,F,34082,March
531,"Bengaluru, India",2014-05-08,Silver,Food,F,20573,May
532,"Bengaluru, India",2013-10-28,Platinum,Food,F,245056,October
533,"Ahmedabad, India",2013-12-20,Signature,Food,F,131847,December
534,"Delhi, India",2015-01-16,Platinum,Food,F,276873,January
535,"Bengaluru, India",2014-05-06,Silver,Food,F,138342,May
536,"Ahmedabad, India",2015-01-09,Signature,Food,F,137292,January
537,"Ahmedabad, India",2014-03-04,Signature,Food,F,147750,March
538,"Bengaluru, India",2013-10-18,Signature,Food,F,2397,October
539,"Bengaluru, India",2014-07-16,Gold,Food,F,31051,July
540,"Delhi, India",2014-10-01,Signature,Food,F,55137,October
541,"Greater Mumbai, India",2013-11-08,Gold,Food,F,136040,November
542,"Ahmedabad, India",2014-12-08,Platinum,Food,F,181721,December
543,"Delhi, India",2014-03-12,Signature,Food,F,81753,March
544,"Ahmedabad, India",2014-11-28,Platinum,Food,F,266386,November
545,"Ahmedabad, India",2015-05-03,Silver,Food,F,259008,May
546,"Greater Mumbai, India",2015-03-10,Silver,Food,F,250995,March
547,"Delhi, India",2014-10-06,Signature,Food,F,232155,October
548,"Greater Mumbai, India",2014-02-13,Silver,Food,F,48012,February
549,"Delhi, India",2015-01-01,Signature,Food,F,296543,January
550,"Greater Mumbai, India",2014-12-25,Signature,Food,F,246893,December
551,"Ahmedabad, India",2015-03-19,Platinum,Food,F,95807,March
552,"Ahmedabad, India",2014-08-22,Platinum,Food,F,165278,August
553,"Ahmedabad, India",2014-08-15,Silver,Food,F,191618,August
554,"Greater Mumbai, India",2015-04-26,Silver,Food,F,159718,April
555,"Ahmedabad, India",2014-11-28,Gold,Food,F,213552,November
556,"Greater Mumbai, India",2015-05-03,Gold,Food,F,249061,May
557,"Delhi, India",2014-02-24,Silver,Food,F,279377,February
558,"Delhi, India",2014-12-19,Silver,Food,F,233694,December
559,"Bengaluru, India",2014-06-21,Silver,Food,F,102362,June
560,"Bengaluru, India",2014-09-10,Silver,Food,F,108296,September
561,"Bengaluru, India",2015-04-13,Gold,Food,F,258275,April
562,"Bengaluru, India",2014-10-21,Silver,Food,F,194260,October
563,"Bengaluru, India",2015-04-12,Gold,Food,F,167903,April
564,"Ahmedabad, India",2015-01-29,Silver,Food,F,128266,January
565,"Bengaluru, India",2015-01-19,Signature,Food,F,268543,January
566,"Ahmedabad, India",2014-03-17,Signature,Food,F,30653,March
567,"Greater Mumbai, India",2015-01-01,Signature,Food,F,189981,January
568,"Delhi, India",2015-04-28,Gold,Food,F,230325,April
569,"Greater Mumbai, India",2015-03-13,Signature,Food,F,176871,March
570,"Greater Mumbai, India",2014-12-09,Platinum,Food,F,171241,December
571,"Greater Mumbai, India",2014-03-07,Silver,Food,F,91846,March
572,"Delhi, India",2013-11-13,Silver,Food,F,162813,November
573,"Delhi, India",2014-11-04,Silver,Food,F,28569,November
574,"Bengaluru, India",2014-11-16,Silver,Food,F,231827,November
575,"Delhi, India",2015-03-04,Silver,Food,F,281283,March
576,"Bengaluru, India",2013-10-15,Silver,Food,F,291358,October
577,"Delhi, India",2014-07-27,Signature,Food,F,288888,July
578,"Delhi, India",2014-11-22,Gold,Food,F,283575,November
579,"Greater Mumbai, India",2014-07-24,Silver,Food,F,132827,July
580,"Delhi, India",2014-08-31,Silver,Food,F,200721,August
581,"Ahmedabad, India",2014-01-12,Signature,Food,F,190220,January
582,"Ahmedabad, India",2015-02-05,Signature,Food,F,265508,February
583,"Greater Mumbai, India",2013-12-10,Platinum,Food,F,298838,December
584,"Greater Mumbai, India",2014-01-12,Silver,Food,F,203106,January
585,"Ahmedabad, India",2014-10-19,Platinum,Food,F,196647,October
586,"Delhi, India",2015-01-05,Gold,Food,F,136602,January
587,"Greater Mumbai, India",2014-02-24,Gold,Food,F,236980,February
588,"Greater Mumbai, India",2014-03-23,Signature,Food,F,59121,March
589,"Bengaluru, India",2014-01-07,Silver,Food,F,193944,January
590,"Greater Mumbai, India",2014-08-13,Platinum,Food,F,109857,August
591,"Bengaluru, India",2013-10-30,Signature,Food,F,57768,October
592,"Ahmedabad, India",2014-08-02,Gold,Food,F,207196,August
593,"Ahmedabad, India",2014-08-26,Platinum,Food,F,8056,August
594,"Ahmedabad, India",2015-01-05,Platinum,Food,F,178478,January
595,"Bengaluru, India",2014-08-02,Platinum,Food,F,246046,August
596,"Ahmedabad, India",2014-04-29,Platinum,Food,F,192382,April
597,"Greater Mumbai, India",2014-10-25,Gold,Food,F,19158,October
598,"Greater Mumbai, India",2014-12-15,Platinum,Food,F,9552,December
599,"Delhi, India",2015-03-15,Platinum,Food,F,276862,March
600,"Bengaluru, India",2014-11-09,Silver,Food,F,147958,November
601,"Greater Mumbai, India",2014-09-20,Gold,Food,F,151436,September
602,"Ahmedabad, India",2014-11-26,Signature,Food,F,271595,November
603,"Bengaluru, India",2014-12-27,Platinum,Food,F,8115,December
604,"Greater Mumbai, India",2014-07-27,Silver,Food,F,73172,July
605,"Delhi, India",2014-09-03,Signature,Food,F,196816,September
606,"Ahmedabad, India",2014-02-16,Signature,Food,F,162829,February
607,"Bengaluru, India",2013-10-17,Signature,Food,F,252669,October
608,"Ahmedabad, India",2014-02-07,Gold,Food,F,54746,February
609,"Bengaluru, India",2013-11-11,Platinum,Food,F,108079,November
610,"Ahmedabad, India",2015-03-11,Platinum,Food,F,240804,March
611,"Ahmedabad, India",2015-03-07,Silver,Food,F,11289,March
612,"Bengaluru, India",2014-11-22,Silver,Food,F,127020,November
613,"Greater Mumbai, India",2014-04-04,Signature,Food,F,114777,April
614,"Delhi, India",2015-01-17,Platinum,Food,F,88003,January
615,"Delhi, India",2014-12-23,Silver,Food,F,153154,December
616,"Bengaluru, India",2014-10-16,Gold,Food,F,114863,October
617,"Bengaluru, India",2014-07-18,Gold,Food,F,126912,July
618,"Bengaluru, India",2013-12-04,Platinum,Food,F,12621,December
619,"Bengaluru, India",2014-09-01,Silver,Food,F,248699,September
620,"Ahmedabad, India",2015-04-12,Gold,Food,F,232388,April
621,"Delhi, India",2013-11-09,Silver,Food,F,168039,November
622,"Delhi, India",2013-10-04,Silver,Food,F,122944,October
623,"Bengaluru, India",2014-05-19,Platinum,Food,F,171746,May
624,"Greater Mumbai, India",2014-08-11,Platinum,Food,F,168495,August
625,"Ahmedabad, India",2014-09-20,Signature,Food,F,252614,September
626,"Greater Mumbai, India",2015-04-28,Platinum,Food,F,233161,April
627,"Greater Mumbai, India",2013-11-17,Gold,Food,F,85459,November
628,"Ahmedabad, India",2014-03-11,Signature,Food,F,156075,March
629,"Greater Mumbai, India",2014-07-16,Signature,Food,F,161329,July
630,"Greater Mumbai, India",2014-01-14,Gold,Food,F,183105,January
631,"Delhi, India",2014-11-01,Signature,Food,F,252691,November
632,"Delhi, India",2015-04-04,Gold,Food,F,221345,April
633,"Ahmedabad, India",2014-06-04,Platinum,Food,F,131014,June
634,"Ahmedabad, India",2013-12-28,Gold,Food,F,21571,December
635,"Greater Mumbai, India",2013-10-16,Silver,Food,F,152307,October
636,"Greater Mumbai, India",2015-03-11,Platinum,Food,F,193060,March
637,"Bengaluru, India",2015-01-08,Silver,Food,F,133084,January
638,"Ahmedabad, India",2014-05-08,Gold,Food,F,194361,May
639,"Ahmedabad, India",2014-09-05,Silver,Food,F,286369,September
640,"Greater Mumbai, India",2013-12-05,Silver,Food,F,294814,December
641,"Bengaluru, India",2014-10-01,Gold,Food,F,276647,October
642,"Greater Mumbai, India",2013-12-20,Signature,Food,F,269712,December
643,"Bengaluru, India",2013-12-30,Silver,Food,F,167306,December
644,"Greater Mumbai, India",2014-11-19,Silver,Food,F,102247,November
645,"Bengaluru, India",2014-10-15,Platinum,Food,F,169677,October
646,"Greater Mumbai, India",2014-07-09,Signature,Food,F,253586,July
647,"Delhi, India",2014-04-27,Gold,Food,F,285567,April
648,"Ahmedabad, India",2013-10-13,Signature,Food,F,155529,October
649,"Delhi, India",2014-11-17,Platinum,Food,F,214039,November
650,"Greater Mumbai, India",2015-01-04,Signature,Food,F,25392,January
651,"Ahmedabad, India",2015-03-09,Platinum,Food,F,157972,March
652,"Greater Mumbai, India",2014-06-15,Silver,Food,F,200754,June
653,"Delhi, India",2014-02-22,Silver,Food,F,24981,February
654,"Delhi, India",2014-06-10,Silver,Food,F,223418,June
655,"Bengaluru, India",2014-08-06,Signature,Food,F,23309,August
656,"Bengaluru, India",2014-03-04,Signature,Food,F,85771,March
657,"Delhi, India",2015-01-30,Silver,Food,F,189297,January
658,"Greater Mumbai, India",2014-03-15,Gold,Food,F,125003,March
659,"Ahmedabad, India",2015-02-20,Silver,Food,F,226929,February
660,"Greater Mumbai, India",2015-02-13,Silver,Food,F,176275,February
661,"Bengaluru, India",2015-02-06,Platinum,Food,F,253338,February
662,"Ahmedabad, India",2014-07-13,Signature,Food,F,213508,July
663,"Delhi, India",2014-01-04,Platinum,Food,F,147766,January
664,"Bengaluru, India",2014-07-25,Signature,Food,F,275085,July
665,"Ahmedabad, India",2014-11-10,Platinum,Food,F,40010,November
666,"Ahmedabad, India",2014-11-22,Signature,Food,F,66775,November
667,"Ahmedabad, India",2014-11-25,Platinum,Food,F,292554,November
668,"Delhi, India",2014-11-01,Platinum,Food,F,263104,November
669,"Delhi, India",2014-11-29,Platinum,Food,F,154806,November
670,"Bengaluru, India",2015-01-29,Gold,Food,F,129650,January
671,"Ahmedabad, India",2015-01-16,Signature,Food,F,249446,January
672,"Bengaluru, India",2014-08-09,Signature,Food,F,135794,August
673,"Ahmedabad, India",2014-08-31,Platinum,Food,F,16468,August
674,"Greater Mumbai, India",2014-01-17,Gold,Food,F,185621,January
675,"Delhi, India",2014-09-17,Platinum,Food,F,279320,September
676,"Greater Mumbai, India",2013-12-29,Platinum,Food,F,271787,December
677,"Ahmedabad, India",2013-10-29,Silver,Food,F,64241,October
678,"Bengaluru, India",2014-03-31,Platinum,Food,F,297737,March
679,"Bengaluru, India",2014-06-29,Gold,Food,F,192039,June
680,"Delhi, India",2015-04-12,Gold,Food,F,39866,April
681,"Bengaluru, India",2014-08-22,Gold,Food,F,112782,August
682,"Delhi, India",2013-10-17,Gold,Food,F,113433,October
683,"Greater Mumbai, India",2015-05-16,Gold,Food,F,95081,May
684,"Bengaluru, India",2013-11-13,Signature,Food,F,148769,November
685,"Ahmedabad, India",2013-12-30,Gold,Food,F,161873,December
686,"Bengaluru, India",2015-02-23,Gold,Food,F,225071,February
687,"Delhi, India",2015-03-09,Gold,Food,F,260239,March
688,"Greater Mumbai, India",2015-03-30,Gold,Food,F,161682,March
689,"Greater Mumbai, India",2014-11-07,Signature,Food,F,59926,November
690,"Bengaluru, India",2014-05-02,Platinum,Food,F,22964,May
691,"Greater Mumbai, India",2013-10-14,Platinum,Food,F,48570,October
692,"Bengaluru, India",2014-10-17,Silver,Food,F,52970,October
693,"Bengaluru, India",2015-02-20,Platinum,Food,F,13160,February
694,"Ahmedabad, India",2014-05-06,Gold,Food,F,295163,May
695,"Bengaluru, India",2015-04-27,Silver,Food,F,158649,April
696,"Delhi, India",2013-10-22,Platinum,Food,F,120780,October
697,"Bengaluru, India",2015-03-06,Signature,Food,F,72366,March
698,"Greater Mumbai, India",2015-01-24,Silver,Food,F,281805,January
699,"Bengaluru, India",2014-06-01,Platinum,Food,F,197325,June
700,"Bengaluru, India",2014-12-31,Platinum,Food,F,167243,December
701,"Delhi, India",2014-09-30,Signature,Food,F,34451,September
702,"Ahmedabad, India",2014-09-20,Gold,Food,F,30120,September
703,"Delhi, India",2013-11-19,Silver,Food,F,189018,November
704,"Bengaluru, India",2014-11-02,Silver,Food,F,237971,November
